1000071	1
100008760	2
100012996	6
100013080	3
100016765	8
100017330	3
100043658	3
100049561	5
100050710	2
100050798	6
100051848	3
100052780	2
100077037	4
100085374	4
100094884	1
10015114	4
100198046	4
10022561	3
100316105	2
100319429	8
100335819	4
100359130	5
100397926	1
100413429	1
100422099	2
10042832	4
100437150	4
100447539	6
100457783	4
100463306	3
100468692	2
100471173	4
100471436	1
100480882	1
100484765	4
10049621	3
100513922	3
100514886	4
100867966	1
100871636	2
100877701	4
100884386	1
100892069	4
100892546	6
100893258	1
100940266	4
1009424	1
100945088	0
100948605	4
100952823	3
100954736	3
100957836	0
100981407	4
101002379	4
101346055	1
101351315	1
101391162	5
101397327	2
101407433	6
101409543	3
101415326	4
101440713	4
101451444	1
101452837	1
101453458	0
101454403	2
101458953	0
101524310	5
101528300	4
101548986	0
101639922	4
101790949	1
101794838	2
101807978	5
101855147	3
101873395	6
101880055	2
101890123	6
101897537	4
101902193	2
101908031	4
101926358	6
101931274	1
101945038	6
101949714	4
101995604	0
102059980	2
102125703	7
102167205	2
102200120	0
102243568	3
102250827	5
102252422	1
102257688	1
102268084	3
102278422	3
102281287	4
102282591	1
102283310	2
102283601	0
102286660	2
102499204	6
102577280	4
102699468	0
102714222	0
102719189	6
102721358	4
102742038	1
102742445	4
102757565	2
102762011	5
102762525	4
102765629	1
102781671	3
102782118	4
10278286	4
102784498	3
102924468	7
103002214	2
103203199	4
103216025	4
103251793	3
103276034	3
103280970	1
103290872	3
103296592	6
103308952	6
103315297	2
103317539	6
103325480	2
103329383	0
103336108	4
103576654	6
103615440	1
103632976	6
103642115	4
103643630	4
103643764	6
103645293	1
103650758	2
103652577	0
103654337	1
103668961	1
103672794	1
103675781	6
103677538	1
103681724	2
103684046	6
103693653	1
103837664	1
104109991	6
104112625	6
104119411	4
104134303	1
104136955	2
104137531	1
104138155	6
104153400	1
104159849	4
104186759	3
104191460	1
104197958	1
104203033	8
104212123	6
104218243	9
104219632	5
104388569	1
104479174	4
104530595	1
104579411	2
104581070	6
104590093	1
104601279	2
104601586	3
104603771	1
104604526	4
104645018	6
104646214	0
104647002	1
104661894	4
104663204	1
104666197	1
104685236	4
104706076	3
104707031	4
105015003	3
105035331	3
105042270	4
105045597	4
105047693	3
105055234	1
105061279	1
105063837	4
105099886	7
105118584	3
105122211	6
105170452	3
105173997	3
105175552	4
105176465	1
105181126	1
105181408	5
105197702	8
105247008	8
105610792	1
105621945	3
105662937	0
105668607	4
105672522	6
105675511	0
105676062	6
105679154	2
105703817	3
105718556	4
105725715	5
105727991	1
105762177	6
10576685	4
105775243	1
105902603	3
105960411	1
106033118	3
106037034	4
106269676	1
106277497	3
106291213	6
106291995	1
106337126	1
106344060	4
106371576	4
106389485	1
106393364	3
106402290	3
106414975	3
106418276	4
106420509	3
106420712	6
106446606	4
106712287	4
106726134	4
106804914	3
106808528	5
106808555	4
106812551	2
106834447	1
106844458	1
106855564	1
106881654	6
106881818	6
106884211	6
106886663	6
106886998	4
106901885	4
107136518	1
107203318	2
107218553	9
107220094	5
107220401	1
107221704	3
107227283	4
107228676	0
107241809	4
107242310	1
107242895	4
10725883	0
107260590	3
107261154	3
107262897	0
107269943	4
107284250	6
107430577	6
107707845	4
107712531	9
107715648	5
107716436	4
107717019	7
107718223	3
107724809	3
107745008	3
107748257	6
107748995	4
107750599	4
107750844	4
107751368	1
107752553	8
107755501	4
107960705	4
108021841	4
108139541	2
108144172	3
108145731	3
108148093	4
108155795	1
108164438	1
108173066	6
108176538	6
108178370	6
108180647	3
108200387	1
108201077	4
108209969	4
108548289	3
108573351	3
108650122	2
108705666	1
108707921	5
108709024	0
108720195	2
108726910	4
108729761	3
108739186	0
108749788	1
108751977	3
108756501	6
108761208	4
108766996	4
108768228	2
108769118	1
108778413	3
109028451	1
109085243	1
109109479	9
109152835	6
10916222	4
109163297	4
109181020	1
109199167	6
109200639	6
109201890	3
109203655	4
109218686	6
109222778	3
109238835	6
109239096	7
109243442	1
109253064	4
109536301	9
109615153	1
109690435	6
109691075	6
109699983	3
109704501	0
109714064	1
109727175	8
109761086	3
109769806	3
109771882	3
109772355	0
109777313	3
109780325	3
109787028	1
109792760	1
109812117	4
109812535	1
109822594	6
109823734	3
109828590	1
109843306	8
109846574	8
109849213	4
109849813	5
109859625	7
109862591	2
110029642	4
110116288	9
110212933	4
110270691	6
110271291	4
110272013	6
11027741	3
110277545	4
110287954	3
110292679	4
110305889	2
110312808	1
110325802	6
110334493	0
110339746	1
110342845	3
110342876	6
110343393	5
110354815	5
110358192	2
110364891	4
110393997	4
110499084	3
110619252	5
110620559	3
110621746	6
110621808	5
110626554	8
110628075	3
110630517	3
110630677	5
110635625	8
110642266	6
110643223	6
110646594	3
110652272	1
110655834	3
110668085	4
110671014	3
110673834	4
110674566	1
110674980	9
110682299	3
110684577	1
110696055	4
110803487	7
110840431	3
110927557	3
110929487	2
110933344	3
110937200	4
110937881	4
110939806	8
110944836	2
110949953	8
110955809	1
110956867	1
110961018	4
110963164	5
