1000071	0
100008760	1
100012996	2
100013080	3
100016765	4
100017330	5
100043658	6
100049561	7
100050710	8
100050798	9
100051848	10
100052780	11
100077037	12
100085374	13
100094884	14
10015114	15
100198046	16
10022561	17
100316105	18
100319429	19
100335819	20
100359130	21
100397926	22
100413429	23
100422099	24
10042832	25
100437150	26
100447539	27
100457783	28
100463306	29
100468692	30
100471173	31
100471436	32
100480882	33
100484765	34
10049621	35
100513922	36
100514886	37
100867966	38
100871636	39
100877701	40
100884386	41
100892069	42
100892546	43
100893258	44
100940266	45
1009424	46
100945088	47
100948605	48
100952823	49
100954736	50
100957836	51
100981407	52
101002379	53
101346055	54
101351315	55
101391162	56
101397327	57
101407433	58
101409543	59
101415326	60
101440713	61
101451444	62
101452837	63
101453458	64
101454403	65
101458953	66
101524310	67
101528300	68
101548986	69
101639922	70
101790949	71
101794838	72
101807978	73
101855147	74
101873395	75
101880055	76
101890123	77
101897537	78
101902193	79
101908031	80
101926358	81
101931274	82
101945038	83
101949714	84
101995604	85
102059980	86
102125703	87
102167205	88
102200120	89
102243568	90
102250827	91
102252422	92
102257688	93
102268084	94
102278422	95
102281287	96
102282591	97
102283310	98
102283601	99
102286660	100
102499204	101
102577280	102
102699468	103
102714222	104
102719189	105
102721358	106
102742038	107
102742445	108
102757565	109
102762011	110
102762525	111
102765629	112
102781671	113
102782118	114
10278286	115
102784498	116
102924468	117
103002214	118
103203199	119
103216025	120
103251793	121
103276034	122
103280970	123
103290872	124
103296592	125
103308952	126
103315297	127
103317539	128
103325480	129
103329383	130
103336108	131
103576654	132
103615440	133
103632976	134
103642115	135
103643630	136
103643764	137
103645293	138
103650758	139
103652577	140
103654337	141
103668961	142
103672794	143
103675781	144
103677538	145
103681724	146
103684046	147
103693653	148
103837664	149
104109991	150
104112625	151
104119411	152
104134303	153
104136955	154
104137531	155
104138155	156
104153400	157
104159849	158
104186759	159
104191460	160
104197958	161
104203033	162
104212123	163
104218243	164
104219632	165
104388569	166
104479174	167
