1000071,23915708,63
1000071,28891823,100
100008760,34743154,100
100012996,38392455,100
100012996,394911,62
100013080,31877395,100
100016765,1596241,100
100016765,27573465,75
100016765,28406753,53
100016765,29567193,61
100016765,31108532,51
100016765,31654455,62
100016765,32046426,52
100016765,34749355,63
100016765,406096264,78
100016765,4153366,63
100016765,435996151,90
100016765,440411424,60
100017330,26902931,55
100017330,276847,54
100017330,287019,57
100017330,5257456,100
100017330,531051217,63
100017330,862129612,53
100043658,139774,100
100043658,27890306,55
100043658,28068286,51
100043658,30569561,51
100043658,306845,60
100043658,306927,54
100043658,316654,54
100043658,32507038,76
100043658,33071053,52
100043658,402073804,78
100043658,405597568,53
100043658,413812448,59
100043658,415792881,61
100043658,417859631,55
100043658,434550534,57
100043658,440208476,60
100043658,471385043,52
100049561,16435049,100
100049561,36024806,78
100049561,37955047,91
100049561,449818741,85
100050710,1305504315,100
100050710,17285340,63
100050710,298258,77
100050710,40729854,70
100050798,21965528,60
100050798,21965593,89
100050798,27706564,60
100050798,28315789,54
100050798,28690875,53
100050798,28838065,62
100050798,28921655,72
100050798,29802587,62
100050798,3314604,57
100050798,387948,86
100050798,406475394,56
100050798,407314796,78
100050798,4330176,56
100050798,445867332,65
100050798,501220195,60
100050798,5053125,63
100050798,5263408,100
100051848,25867002,57
100051848,26508186,100
100052780,17734910,100
100052780,28283137,89
100052780,28668205,52
100052780,28837233,51
100052780,29734857,81
100052780,30967498,66
100052780,3935191,57
100052780,4153184,68
100052780,506092035,54
100077037,29713218,100
100077037,768697,56
100085374,22677433,76
100085374,27759600,52
100085374,29732992,59
100085374,30967154,68
100085374,32405874,54
100085374,33715500,75
100085374,37854214,96
100085374,405242079,81
100085374,405242280,87
100085374,409031247,53
100085374,453268067,65
100085374,461525011,97
100085374,463001031,100
100085374,471763706,51
100085374,522343476,73
100085374,526997562,51
100085374,527750415,78
100085374,528203626,54
100085374,529826960,56
100085374,531250077,52
100085374,662235,64
100085374,710054,57
100085374,710057,68
100085374,812400,57
100085374,857619,57
100085374,860368,60
100094884,28528452,51
100094884,28785347,68
100094884,31168059,93
100094884,448144321,51
100094884,448144402,99
100094884,526558,100
100094884,578090,64
100094884,587778,98
10015114,25731529,63
10015114,259714,60
10015114,27646409,60
10015114,29436904,100
10015114,29823756,73
10015114,360311,75
10015114,595682,93
10015114,678093,96
100198046,27583632,100
10022561,20244741,92
10022561,25888658,100
10022561,26116000,56
10022561,27890306,57
10022561,27955653,59
10022561,28152391,65
10022561,28283079,51
10022561,28563164,67
10022561,28803640,56
10022561,30352891,72
10022561,32192436,75
10022561,32507038,79
10022561,33162226,71
10022561,34478646,77
10022561,34478651,59
10022561,417859631,53
10022561,466122271,54
10022561,498134,92
100316105,461347998,100
100319429,26065767,100
100335819,19288281,61
100335819,28617697,100
100335819,32166834,54
100335819,407192457,52
100359130,1491212,52
100359130,16483438,59
100359130,17706562,59
100359130,19542337,70
100359130,33166666,52
100359130,33418570,52
100359130,38592976,65
100359130,436514312,100
100397926,185892,53
100397926,816765,100
100413429,27510174,70
100413429,28138493,64
100413429,31594043,68
100413429,32272437,83
100413429,32717168,57
100413429,32957012,77
100413429,33579067,81
100413429,33911781,98
100413429,340566,100
100413429,34200225,75
100413429,34609107,96
100413429,34986038,83
100413429,405253631,62
100413429,409654859,54
100413429,410042104,53
100413429,445546970,51
100413429,466369306,63
100413429,469792195,55
100413429,550234,53
100413429,556506142,52
100413429,766287,74
100413429,857619,91
100422099,25795016,100
100422099,27591655,64
100422099,276936,57
100422099,277382,57
100422099,452986458,57
100422099,461525011,57
100422099,557581284,57
10042832,21725949,100
100437150,1297160,59
100437150,1414097,69
100437150,1999736,60
100437150,2116549,82
100437150,25727870,73
100437150,27507372,62
100437150,2781689,57
100437150,28477891,53
100437150,28690484,56
100437150,29047325,63
100437150,29129424,72
100437150,32640468,53
100437150,33252394,54
100437150,35437864,66
100437150,36664662,100
100437150,410654549,53
100437150,4207911,56
100447539,109125,100
100457783,525318856,91
100457783,525319793,96
100457783,572770068,53
100457783,864517083,100
100463306,22645196,63
100463306,25638306,57
100463306,26145658,57
100463306,26259014,54
100463306,27538415,51
100463306,28629028,54
100463306,29567100,63
100463306,29732992,93
100463306,29814175,63
100463306,31421442,51
100463306,32507038,51
100463306,33911781,60
100463306,34179228,51
100463306,38689090,57
100463306,410519017,54
100463306,443875380,66
100463306,462686590,57
100463306,496902072,54
100463306,496902074,57
100463306,509106602,60
100463306,520459951,60
100463306,523250132,66
100463306,541480240,90
100463306,547971231,75
100463306,640545,63
100463306,722013,100
100463306,725692,78
100463306,857606,66
100468692,28692519,73
100468692,30089235,52
100468692,31090820,100
100468692,442869386,76
100468692,448157845,56
100468692,461508101,60
100468692,472361096,77
100468692,477933952,63
100468692,483061711,55
100471173,26243125,95
100471173,26598008,66
100471173,28018076,67
100471173,28341337,70
100471173,28464321,88
100471173,28786271,68
100471173,28786273,67
100471173,29463327,78
100471173,29567379,85
100471173,33378115,63
100471173,36025314,65
100471173,408629344,54
100471173,414691362,100
100471173,414691364,90
100471173,441120530,52
100471173,793342,61
100471173,793418,69
100471173,825343,73
100471436,22740771,59
100471436,28695934,59
100471436,28815370,57
100471436,28959074,52
100471436,29719297,67
100471436,29744742,54
100471436,32192020,83
100471436,32192028,64
100471436,39224533,67
100471436,400142,59
100471436,400208,88
100471436,404182586,55
100471436,406072664,52
100471436,406846048,100
100471436,437608170,55
100471436,447079513,79
100471436,453185039,52
100471436,472361096,72
100471436,496869422,52
100471436,586299,52
100471436,794125,67
100471436,796989,54
100480882,27406244,51
100480882,28493062,69
100480882,30482372,100
100480882,31654455,64
100480882,31654461,76
100480882,31654478,63
100480882,31654479,85
100480882,4441159,59
100480882,444550,85
100480882,729891,59
100484765,28680438,57
100484765,399367221,100
10049621,158619,86
10049621,186109,95
10049621,27808044,95
10049621,28285910,60
10049621,29544965,99
10049621,29848657,95
10049621,300129,95
10049621,31654343,56
10049621,37239524,60
10049621,40147559,58
10049621,405377706,100
10049621,407889632,64
10049621,408332849,63
10049621,436514312,68
10049621,65681,90
100513922,1210496,68
100513922,1491585,85
100513922,159918,51
100513922,26508186,73
100513922,27501008,53
100513922,27588219,54
100513922,28406900,80
100513922,29567187,53
100513922,29593805,56
100513922,29724295,87
100513922,31445771,87
100513922,31445772,100
100513922,31654492,79
100513922,32272627,95
100513922,32628929,54
100513922,32785269,54
100513922,34017162,62
100513922,34364851,65
100513922,34380395,69
100513922,34923114,79
100513922,35618549,51
100513922,380683,51
100513922,38576323,72
100513922,386844,86
100513922,386859,53
100513922,403710591,68
100513922,404465600,54
100513922,417859220,85
100513922,418602584,62
100513922,420134142,59
100513922,436514312,73
100513922,513791211,66
100513922,5255798,62
100514886,1306731693,52
100514886,29567100,62
100514886,32785393,66
100514886,33668276,100
100514886,465920526,56
100514886,519434402,60
100867966,26131697,69
100867966,28461163,66
100867966,41630480,100
100867966,460476149,56
100867966,487003518,52
100871636,515223584,51
100871636,519367047,100
100877701,34200440,67
100877701,3648784,100
100877701,421203025,92
100884386,16139394,67
100884386,27907577,76
100884386,298213,100
100884386,32069280,96
100884386,34383213,80
100884386,39449876,58
100884386,468490460,83
100892069,22072743,58
100892069,22712632,52
100892069,27759600,100
100892069,300948,58
100892069,3405601,60
100892546,167799,54
100892546,185726,71
100892546,213292,51
100892546,25906124,87
100892546,29722582,71
100892546,298258,76
100892546,30512394,73
100892546,36492599,56
100892546,440353010,100
100892546,490378846,51
100892546,812400,58
100893258,22643858,100
100893258,22738903,71
100893258,26108208,56
100893258,35090756,56
100893258,472137107,64
100940266,110524,100
100940266,110530,75
100940266,1933598,56
1009424,18209326,100
100945088,1293036,52
100945088,1391767,52
100945088,1391951,58
100945088,1638481,56
100945088,1783906,60
100945088,18861490,79
100945088,22822862,64
100945088,25791607,52
100945088,26111937,66
100945088,26672926,56
100945088,29710964,58
100945088,29774728,56
100945088,29774729,56
100945088,373001,56
100945088,3929023,60
100945088,3935139,52
100945088,4010734,62
100945088,4010892,66
100945088,528272429,100
100948605,22740685,55
100948605,25706282,57
100948605,26215437,79
100948605,29027023,66
100948605,29307037,82
100948605,32317208,89
100948605,33162226,58
100948605,34609081,57
100948605,346576,51
100948605,347230,58
100948605,34749067,82
100948605,36025996,100
100948605,387717,54
100948605,405253631,61
100948605,408332757,82
100948605,409302163,85
100948605,413834360,61
100948605,422790454,78
100948605,430043822,75
100948605,437608168,62
100948605,437608169,59
100948605,488256375,60
100948605,517565083,72
100948605,571545720,51
100948605,770388,56
100948605,770478,70
100948605,770484,63
100948605,770525,78
100948605,770764,81
100952823,175072,68
100952823,26609648,61
100952823,29005712,94
100952823,31473269,100
100952823,31997564,100
100952823,85571,88
100954736,108194,65
100954736,191528,53
100954736,208902,54
100954736,2186349,52
100954736,25714146,56
100954736,26569168,58
100954736,28571705,66
100954736,28754391,53
100954736,29431234,70
100954736,29794921,52
100954736,3225981,52
100954736,34040816,54
100954736,415793869,82
100954736,416552313,57
100954736,417250561,73
100954736,418602087,76
100954736,418603077,100
100954736,4189684,70
100954736,420513158,60
100954736,421110099,83
100954736,4213554,57
100954736,483937795,94
100954736,4875081,63
100954736,515453256,51
100957836,28953010,84
100957836,36229060,51
100957836,36895537,51
100957836,440353010,100
100957836,476081885,70
100981407,22636687,86
100981407,22765958,55
100981407,27582784,60
100981407,28854162,56
100981407,28953575,67
100981407,32303030,51
100981407,460528,66
100981407,461011,54
100981407,509122,100
100981407,732188,76
100981407,752043,54
100981407,756338,64
100981407,756609,65
101002379,202368,86
101002379,25867002,60
101002379,27562608,53
101002379,30635706,100
101002379,31048598,52
101002379,32334385,73
101002379,33854083,75
101002379,412319508,69
101002379,4876053,54
101346055,26447701,76
101346055,27506597,76
101346055,28255026,59
101346055,28496172,86
101346055,28765208,74
101346055,29418643,63
101346055,29750521,65
101346055,30590163,51
101346055,31066146,67
101346055,31477509,76
101346055,34497744,51
101346055,34928126,83
101346055,405253647,84
101346055,453176143,74
101346055,453176147,53
101346055,541480120,58
101346055,545452603,53
101346055,557474,51
101346055,593561,100
101346055,659064,88
101346055,756112,58
101351315,1309504084,100
101351315,1313096578,66
101351315,439121974,64
101351315,460476155,60
101351315,472219504,55
101391162,133998,57
101391162,208902,51
101391162,25713022,55
101391162,27867140,69
101391162,27907230,66
101391162,28815250,53
101391162,28828074,65
101391162,29019227,55
101391162,30953009,57
101391162,31445554,60
101391162,31445772,51
101391162,32192436,90
101391162,32507038,67
101391162,33872703,70
101391162,440353010,52
101391162,501220816,100
101391162,85571,55
101397327,1436092,100
101397327,18057484,64
101397327,25727803,58
101397327,514761281,51
101407433,25714173,57
101407433,28629058,64
101407433,29004400,53
101407433,38592976,53
101407433,401249910,63
101407433,419254231,60
101407433,422094252,68
101407433,468517654,53
101407433,506092035,100
101407433,517543022,68
101409543,139359,51
101409543,139392,53
101409543,18094968,75
101409543,18533625,52
101409543,22766100,84
101409543,25706279,51
101409543,26494698,98
101409543,26508186,65
101409543,26508242,57
101409543,27538254,55
101409543,27770240,56
101409543,28406900,51
101409543,28605004,56
101409543,29095099,63
101409543,29567191,51
101409543,29593805,55
101409543,29819370,79
101409543,31838188,54
101409543,33166602,51
101409543,34200934,100
101409543,347355,85
101409543,381760,59
101409543,381849,54
101409543,415793539,63
101409543,441532,54
101409543,474099732,53
101415326,22638318,53
101415326,22644164,51
101415326,28188382,62
101415326,28381282,56
101415326,28496172,62
101415326,29779659,100
101415326,31877785,66
101415326,33891487,57
101415326,424262348,80
101415326,451567393,54
101415326,640545,66
101415326,677046,69
101440713,20744075,55
101440713,27130323,52
101440713,28457092,71
101440713,30352891,88
